Object1,Object2,Dissimdist,Relationship,Traffic
cvs,berkshirehathaway,0.6954745985,peer,
colgate-palmolive,conocophillips,0.6955288335,peer,
gilead,cocacola,0.6956668617,peer,
cisco,c.internetofthings,0.6958621284,constituent,
lockheedmartin,texasinstrument,0.6958738069,valuechain,
raytheon,dupont,0.6959438409,peer,
halliburton,texasinstrument,0.6959558797,valuechain,
allstate,elilily,0.6960178086,peer,
nike,ge,0.6960380603,peer,
halliburton,bristolmyerssquibb,0.6962160083,valuechain,
abbott,danaher,0.696795164,peer,
aig,png,0.6968774978,peer,
texasinstrument,mondelez,0.6969958801,peer,
ibm,cocacola,0.6969971679,peer,
gm,aig,0.6970116935,peer,
colgate-palmolive,bankofnewyork,0.6970179914,peer,
bristolmyerssquibb,occidentalpetrol,0.69714429,peer,
conocophillips,dupont,0.6972574122,valuechain,
johnsonandjohnson,berkshirehathaway,0.6972768774,holding,
allstate,bristolmyerssquibb,0.6975452574,peer,
johnsonandjohnson,cocacola,0.6975584924,peer,
unionpacific,ups,0.6978223347,competitor,
elilily,generaldynamics,0.697934571,peer,
abbott,caterpillar,0.6980032341,peer,
aig,bristolmyerssquibb,0.6981077659,peer,
raytheon,elilily,0.6981412427,peer,
citigroup,mondelez,0.6981607578,peer,
exelon,exxonmobil,0.6982453316,valuechain,
gm,apple,0.6982779291,peer,
png,unitedhealth,0.6983052793,peer,
c.bailout,wellsfargo,0.6983394241,constituent,
elilily,occidentalpetrol,0.6984166183,peer,
caterpillar,raytheon,0.6984336247,peer,
raytheon,emersonelectric,0.69865496,competitor,
celgene,ge,0.6987716972,peer,
bankofnewyork,wellsfargo,0.6988564094,competitor,
raytheon,colgate-palmolive,0.6988656289,peer,
unitedhealth,bristolmyerssquibb,0.6990239282,valuechain,
allergan,dupont,0.6990266575,peer,
pepsico,metlife,0.6990896082,peer,
cvs,unitedhealth,0.69911176,valuechain,
homedepot,ge,0.699163367,valuechain,
3m,waltdisney,0.6992161037,peer,
c.streamingmedia,p.hulu,0.6992247259,constituent,
altria,citigroup,0.6994106969,peer,
colgate-palmolive,microsoft,0.6994253836,peer,
southernco,metlife,0.6995001936,peer,
texasinstrument,c.saas,0.6995926999,constituent,
pepsico,walgreens,0.6996886604,valuechain,
jpmchase,exxonmobil,0.6998622219,peer,
pepsico,honeywell,0.6999270146,peer,
allstate,dupont,0.6999362195,peer,
c.electricvehicle,fordmotor,0.7000527956,constituent,
dowchemical,mondelez,0.7002452906,valuechain,
goldmansachs,usbancorp,0.7003400425,peer,
capitalone,ups,0.7003727242,peer,
honeywell,exxonmobil,0.7003866042,peer,
berkshirehathaway,unitedhealth,0.7005028676,competitor,
honeywell,c.internetofthings,0.7009151951,constituent,
abbott,occidentalpetrol,0.7009646724,peer,
honeywell,bristolmyerssquibb,0.7010727568,peer,
png,c.bailout,0.7011719162,constituent,
lockheedmartin,boeing,0.7011864208,valuechain,
abbott,raytheon,0.7011898387,peer,
raytheon,boeing,0.7014926948,valuechain,
exelon,c.shalegas,0.7015994325,constituent,
celgene,johnsonandjohnson,0.7019454249,valuechain,
mobileye,generaldynamics,0.7019644452,peer,
medtronic,bristolmyerssquibb,0.7021050214,valuechain,
elilily,emersonelectric,0.7021173165,peer,
png,danaher,0.7021506175,peer,
halliburton,ups,0.7023693341,peer,
raytheon,bristolmyerssquibb,0.7023809726,peer,
schlumberger,metlife,0.7024775107,peer,
citigroup,verizon,0.7024867368,peer,
caterpillar,honeywell,0.7026109772,peer,
abbott,unitedhealth,0.7026318274,valuechain,
ibm,biogen,0.7026867649,peer,
honeywell,mondelez,0.7028178445,peer,
netflix,ge,0.7028555191,peer,
colgate-palmolive,emersonelectric,0.7029053371,peer,
microsoft,bristolmyerssquibb,0.7030676157,peer,
abbott,citigroup,0.7031514794,peer,
cocacola,dowchemical,0.7032068233,valuechain,
c.streamingmedia,c.internetofthings,0.7032888773,sister,
caterpillar,exxonmobil,0.7033879768,valuechain,
gilead,metlife,0.7036400244,valuechain,
priceline,citigroup,0.7037940597,valuechain,
texasinstrument,ups,0.7038386086,peer,
conocophillips,berkshirehathaway,0.7039160113,peer,
gilead,berkshirehathaway,0.7039167825,peer,
conocophillips,bristolmyerssquibb,0.7039427355,peer,
3m,walmart,0.7039520789,valuechain,
capitalone,visa,0.7040421641,valuechain,
bankofnewyork,metlife,0.7040795327,peer,
capitalone,png,0.7041609248,peer,
3m,fordmotor,0.7042095827,valuechain,
chevron,schlumberger,0.7044523404,valuechain,
png,comcast,0.704592443,valuechain,
honeywell,lockheedmartin,0.7046953251,peer,
pepsico,southernco,0.7047433464,valuechain,
allstate,cocacola,0.7047934059,peer,
goldmansachs,berkshirehathaway,0.7048050959,holding,
amex,bankofnewyork,0.7048080978,valuechain,
southernco,conocophillips,0.704962547,valuechain,
png,waltdisney,0.7050001631,valuechain,
johnsonandjohnson,metlife,0.7051510237,valuechain,
pepsico,citigroup,0.70519154,peer,
bofa,morganstanley,0.7052231986,competitor,
honeywell,elilily,0.7054500336,valuechain,
pfizer,berkshirehathaway,0.7054724308,peer,
3m,accenture,0.7055084336,valuechain,
pepsico,chevron,0.7055334722,valuechain,
goldmansachs,capitalone,0.7055686177,peer,
citigroup,cocacola,0.7056513536,peer,
pfizer,metlife,0.7056834352,valuechain,
3m,cisco,0.7056992661,valuechain,
exxonmobil,generaldynamics,0.7059542086,valuechain,
johnsonandjohnson,southernco,0.7060125484,valuechain,
gm,jpmchase,0.7061206195,peer,
citigroup,schlumberger,0.7063806432,peer,
gm,abbvie,0.7064975837,peer,
dupont,generaldynamics,0.7066697645,valuechain,
altria,berkshirehathaway,0.7068110504,peer,
ibm,dowchemical,0.706839838,peer,
halliburton,southernco,0.7068949206,valuechain,
halliburton,citigroup,0.7069551523,valuechain,
pfizer,dowchemical,0.7070944848,valuechain,
amex,ge,0.7073214981,valuechain,
ups,verizon,0.7073761675,valuechain,
waltdisney,ge,0.7075026419,peer,
chevron,elilily,0.7076321314,valuechain,
microsoft,c.internetofthings,0.7076640226,constituent,
priceline,simonprop,0.7077639691,peer,
pfizer,schlumberger,0.7077842569,valuechain,
chevron,dowchemical,0.7078665242,valuechain,
microsoft,dupont,0.7078954839,peer,
c.videoondemand,c.saas,0.7079887713,valuechain,
allstate,southernco,0.7081336347,peer,
allergan,cocacola,0.7082419007,peer,
mastercard,usbancorp,0.7082863714,valuechain,
altria,bristolmyerssquibb,0.7083043929,peer,
qualcomm,microsoft,0.7083443873,valuechain,
pepsico,mcdonalds,0.7083549426,valuechain,
caterpillar,bristolmyerssquibb,0.7084119444,peer,
bankofnewyork,exxonmobil,0.7084462113,peer,
caterpillar,generaldynamics,0.7084609739,peer,
paypal,visa,0.7085269947,competitor,
gm,mcdonalds,0.70860864,peer,
allergan,amgen,0.7086821809,competitor,
lowes,ge,0.7087142695,valuechain,
ibm,cvs,0.7087233983,valuechain,
c.virtualreality,qualcomm,0.7087272296,constituent,
caterpillar,emersonelectric,0.7087935207,peer,
citigroup,blackrock,0.7088175146,valuechain,
gm,amazon,0.7090470853,valuechain,
caterpillar,ups,0.7090841843,valuechain,
png,walmart,0.7091193404,valuechain,
texasinstrument,exxonmobil,0.7091391783,peer,
southernco,berkshirehathaway,0.7091965376,peer,
c.electricvehicle,emersonelectric,0.7093727631,constituent,
allergan,celgene,0.7093962824,competitor,
png,tesla,0.709419007,peer,
bristolmyerssquibb,verizon,0.7094720154,peer,
tesla,mobileye,0.7095376792,valuechain,
gm,halliburton,0.7095545808,valuechain,
cisco,texasinstrument,0.7096629087,valuechain,
pfizer,unitedhealth,0.709674365,valuechain,
berkshirehathaway,occidentalpetrol,0.7097261633,peer,
abbott,dellemc,0.7097721025,valuechain,
amazon,texasinstrument,0.7098379501,peer,
lendingclub,c.mbs,0.7101708858,constituent,
altria,colgate-palmolive,0.7101770309,peer,
pepsico,conocophillips,0.7103230347,valuechain,
abbott,halliburton,0.7104014917,valuechain,
goldmansachs,metlife,0.7104125529,peer,
dupont,emersonelectric,0.7104380766,valuechain,
png,alphabet,0.7106061752,valuechain,
pepsico,schlumberger,0.7106214111,peer,
aig,bankofnewyork,0.7107175,peer,
qualcomm,c.saas,0.710783356,constituent,
abbvie,ibm,0.7108023706,peer,
3m,c.internetofthings,0.7108334983,constituent,
raytheon,ups,0.7108675935,peer,
halliburton,colgate-palmolive,0.7109108291,peer,
schlumberger,occidentalpetrol,0.7109181132,valuechain,
tesla,texasinstrument,0.7109423455,valuechain,
allstate,mondelez,0.7109704776,peer,
johnsonandjohnson,dowchemical,0.7110427389,valuechain,
pfizer,ibm,0.7110497143,valuechain,
pepsico,allergan,0.7110599244,peer,
berkshirehathaway,generaldynamics,0.7110949346,peer,
emersonelectric,generaldynamics,0.7111524331,valuechain,
allstate,exxonmobil,0.7113549355,valuechain,
raytheon,berkshirehathaway,0.7114054307,peer,
pfizer,texasinstrument,0.7115207911,valuechain,
gilead,occidentalpetrol,0.7115663476,valuechain,
chevron,c.shalegas,0.7116212102,constituent,
caterpillar,johnsonandjohnson,0.7116694312,peer,
metlife,ups,0.7116971916,peer,
3m,goldmansachs,0.711729036,peer,
honeywell,occidentalpetrol,0.7118193983,valuechain,
3m,homedepot,0.7118479886,valuechain,
citigroup,dowchemical,0.711940379,peer,
colgate-palmolive,merckandco,0.7120002726,peer,
dellemc,bristolmyerssquibb,0.7121805748,valuechain,
honeywell,dowchemical,0.7122236302,valuechain,
celgene,elilily,0.712259791,competitor,
caterpillar,boeing,0.7122985828,peer,
abbvie,pepsico,0.7123345423,peer,
pepsico,allstate,0.7124567663,peer,
honeywell,southernco,0.7124647814,valuechain,
caterpillar,mondelez,0.7125857664,peer,
png,intel,0.7126704185,peer,
goldmansachs,lendingclub,0.7126745271,peer,
abbott,emersonelectric,0.7127685711,peer,
abbvie,berkshirehathaway,0.7128015145,peer,
celgene,c.orphandrug,0.7128719372,constituent,
texasinstrument,occidentalpetrol,0.7130068872,peer,
microsoft,elilily,0.7130150665,peer,
allergan,biogen,0.713174114,competitor,
mondelez,occidentalpetrol,0.7132284784,valuechain,
gilead,dowchemical,0.7133653484,peer,
southernco,cvs,0.7134463777,peer,
celgene,png,0.7135175599,peer,
caterpillar,ibm,0.7136773489,valuechain,
amazon,colgate-palmolive,0.7138486331,valuechain,
schlumberger,conocophillips,0.7139254833,valuechain,
mastercard,ge,0.7141145542,valuechain,
altria,elilily,0.7142182617,peer,
capitalone,metlife,0.714219771,peer,
chevron,ups,0.7143614431,valuechain,
southernco,dowchemical,0.7144790282,valuechain,
berkshirehathaway,danaher,0.7144855703,peer,
pfizer,jpmchase,0.7145255814,peer,
berkshirehathaway,emersonelectric,0.7146751245,peer,
pfizer,cocacola,0.7148877413,peer,
schlumberger,texasinstrument,0.7149043641,valuechain,
ibm,altria,0.7149154696,peer,
abbott,conocophillips,0.7149415096,peer,
paypal,citigroup,0.7149929835,peer,
ups,p.hulu,0.7150207313,peer,
cvs,metlife,0.7151428481,valuechain,
c.internetofthings,facebook,0.7153244516,constituent,
p.uber,ups,0.7153524457,peer,
schlumberger,cvs,0.7154272455,valuechain,
priceline,ups,0.7154919845,peer,
halliburton,dupont,0.715594174,valuechain,
caterpillar,chevron,0.7156177925,valuechain,
schlumberger,dowchemical,0.7156697193,valuechain,
citigroup,dupont,0.7156715243,peer,
gm,lowes,0.715696996,peer,
starbucks,ge,0.7157753691,valuechain,
medtronic,c.internetofthings,0.7158274982,constituent,
abbvie,metlife,0.7158396934,valuechain,
gm,goldmansachs,0.7160054529,valuechain,
gilead,caterpillar,0.7161146767,peer,
png,twentycenturyfox,0.7161300227,valuechain,
abbott,accenture,0.716187291,peer,
pepsico,microsoft,0.7161948388,peer,
chevron,texasinstrument,0.7162600146,valuechain,
chevron,cocacola,0.7162880454,peer,
boeing,ups,0.7163465199,valuechain,
allergan,exxonmobil,0.7164219937,peer,
metlife,occidentalpetrol,0.7164557739,peer,
abbvie,cvs,0.7167998352,valuechain,
priceline,cocacola,0.7168740122,peer,
johnsonandjohnson,schlumberger,0.7169540239,valuechain,
accenture,ibm,0.7169778145,competitor,
mcdonalds,walmart,0.717019032,valuechain,
gm,dellemc,0.7170297759,valuechain,
berkshirehathaway,dowchemical,0.7171315886,peer,
visa,ge,0.7171663219,valuechain,
pepsico,emersonelectric,0.7172854014,peer,
raytheon,mondelez,0.7173028126,peer,
boeing,dupont,0.7173213897,peer,
3m,capitalone,0.7173301232,peer,
berkshirehathaway,ups,0.7174520126,holding,
goldmansachs,png,0.7175625574,peer,
citigroup,texasinstrument,0.7175902269,peer,
amgen,mondelez,0.71763771,peer,
citigroup,occidentalpetrol,0.7176750783,valuechain,
gm,amgen,0.7178397749,peer,
jpmchase,unitedhealth,0.7178653113,peer,
caterpillar,occidentalpetrol,0.7179074952,valuechain,
dellemc,microsoft,0.7179267392,valuechain,
chevron,mondelez,0.7179639449,peer,
gm,unitedtech,0.718000812,valuechain,
caterpillar,cocacola,0.7185353127,peer,
citigroup,microsoft,0.7185536548,peer,
cvs,biogen,0.7185574488,valuechain,
target,ups,0.7186151496,valuechain,
honeywell,metlife,0.71862119,peer,
gm,altria,0.7186693167,peer,
att,ge,0.7187499465,peer,
amazon,bristolmyerssquibb,0.7187597009,valuechain,
jpmchase,berkshirehathaway,0.718776945,competitor,
southernco,biogen,0.7187954165,valuechain,
pepsico,amazon,0.7188417073,valuechain,
cocacola,occidentalpetrol,0.7188820146,valuechain,
caterpillar,berkshirehathaway,0.7189909981,peer,
gm,nike,0.7190815204,peer,
mondelez,generaldynamics,0.7190910406,peer,
3m,morganstanley,0.7192589016,peer,
verizon,exxonmobil,0.7192987623,peer,
microsoft,exxonmobil,0.7193751661,peer,
bankofnewyork,bristolmyerssquibb,0.7193790234,peer,
amgen,dupont,0.7194655675,valuechain,
abbvie,cocacola,0.7194713357,peer,
cvs,mondelez,0.71949903,valuechain,
abbott,altria,0.7195172156,peer,
ibm,generaldynamics,0.7195575268,peer,
berkshirehathaway,c.bailout,0.7197525595,constituent,
cocacola,texasinstrument,0.7197643679,peer,
amex,c.bailout,0.7197646099,constituent,
timewarner,p.hulu,0.7198411574,valuechain,
abbvie,medtronic,0.7198421685,valuechain,
abbott,jpmchase,0.719974882,peer,
gm,merckandco,0.7199791366,peer,
bristolmyerssquibb,emersonelectric,0.7199906837,valuechain,
texasinstrument,metlife,0.7199970177,peer,
chevron,citigroup,0.720156579,peer,
abbvie,schlumberger,0.7201816215,peer,
metlife,bofa,0.7201829761,peer,
png,starbucks,0.7203103817,peer,
abbvie,exxonmobil,0.7204044295,valuechain,
caterpillar,metlife,0.7204806047,peer,
mobileye,c.internetofthings,0.7205186625,constituent,
johnsonandjohnson,microsoft,0.7205667993,peer,
citigroup,raytheon,0.7206382078,peer,
honeywell,microsoft,0.7206709174,peer,
southernco,texasinstrument,0.7207945877,peer,
honeywell,johnsonandjohnson,0.720939388,valuechain,
ibm,boeing,0.7210385045,valuechain,
citigroup,dellemc,0.7210406246,peer,
colgate-palmolive,cvs,0.7211077909,valuechain,
3m,twentycenturyfox,0.7211508316,peer,
chevron,berkshirehathaway,0.7212449762,peer,
gm,c.internetofthings,0.7213966762,constituent,
danaher,bristolmyerssquibb,0.721500513,valuechain,
gm,timewarner,0.7215407798,peer,
raytheon,c.internetofthings,0.7215727828,constituent,
caterpillar,southernco,0.721692334,valuechain,
colgate-palmolive,biogen,0.721710574,peer,
amazon,ups,0.7217114926,competitor,
gm,biogen,0.7217465375,peer,
cocacola,microsoft,0.7218649327,peer,
johnsonandjohnson,medtronic,0.7218664363,valuechain,
celgene,merckandco,0.7218864897,competitor,
paypal,jpmchase,0.7219324996,valuechain,
pepsico,raytheon,0.7221171391,peer,
johnsonandjohnson,occidentalpetrol,0.7222630195,valuechain,
ibm,emersonelectric,0.7222699721,peer,
ups,walmart,0.7223020946,valuechain,
colgate-palmolive,walgreens,0.7223796562,valuechain,
raytheon,metlife,0.7224563816,peer,
gm,walmart,0.7224735144,peer,
png,lockheedmartin,0.7224846389,peer,
c.videoondemand,c.virtualreality,0.7225218156,sister,
citigroup,johnsonandjohnson,0.722572451,peer,
raytheon,exxonmobil,0.7226119756,peer,
colgate-palmolive,boeing,0.7226221507,peer,
costco,visa,0.7226234381,valuechain,
png,bankofnewyork,0.7227098686,peer,
ups,occidentalpetrol,0.7228217316,valuechain,
colgate-palmolive,amgen,0.7229147235,peer,
c.streamingmedia,netflix,0.7229962737,constituent,
blackrock,morganstanley,0.7231153549,competitor,
biogen,dellemc,0.7232208647,peer,
c.electricvehicle,exelon,0.7232843412,constituent,
comcast,verizon,0.7233161406,competitor,
microsoft,mondelez,0.7233354437,peer,
alphabet,ge,0.7234001641,valuechain,
ibm,apple,0.7235392045,peer,
abbvie,citigroup,0.7235971775,peer,
halliburton,elilily,0.7236428518,valuechain,
metlife,verizon,0.7236640867,peer,
southernco,generaldynamics,0.7237286986,valuechain,
mcdonalds,mondelez,0.7237638819,valuechain,
biogen,merckandco,0.7237687927,competitor,
allergan,southernco,0.7238922621,valuechain,
gm,medtronic,0.723903122,peer,
facebook,ge,0.7239721194,valuechain,
priceline,metlife,0.7240194183,valuechain,
gm,walgreens,0.7240327803,peer,
jpmchase,colgate-palmolive,0.7240973744,peer,
altria,exxonmobil,0.7240983098,valuechain,
costco,ge,0.7241455025,valuechain,
costco,mastercard,0.7242120853,valuechain,
simonprop,unitedhealth,0.7243027221,peer,
dellemc,c.internetofthings,0.7243129306,constituent,
chevron,johnsonandjohnson,0.7243357015,valuechain,
pfizer,chevron,0.724357368,valuechain,
merckandco,exxonmobil,0.7244065604,valuechain,
pfizer,raytheon,0.7244262794,peer,
raytheon,microsoft,0.7245043822,peer,
biogen,dowchemical,0.7245171574,valuechain,
homedepot,png,0.7245873554,peer,
gm,unitedhealth,0.7246882097,peer,
microsoft,generaldynamics,0.7246907913,peer,
pfizer,occidentalpetrol,0.7247662817,peer,
3m,celgene,0.7248132048,peer,
merckandco,dupont,0.7248191352,peer,
priceline,berkshirehathaway,0.7248443969,peer,
gm,bankofnewyork,0.7248707572,peer,
altria,schlumberger,0.7248719108,peer,
southernco,c.shalegas,0.7251074803,constituent,
johnsonandjohnson,conocophillips,0.7251190404,valuechain,
johnsonandjohnson,raytheon,0.7251192011,peer,
allstate,citigroup,0.7251202672,competitor,
raytheon,mobileye,0.7252566441,peer,
target,texasinstrument,0.725320705,peer,
png,lowes,0.7253499488,peer,
microsoft,verizon,0.7253712333,valuechain,
pfizer,caterpillar,0.7253798128,peer,
p.uber,c.selfdriving,0.72539036,constituent,
chevron,metlife,0.7255118594,peer,
allergan,cvs,0.7255654766,valuechain,
gilead,southernco,0.7255891438,valuechain,
citigroup,lendingclub,0.7256611591,competitor,
colgate-palmolive,dellemc,0.7258157039,peer,
jpmchase,ups,0.7258476682,peer,
intel,microsoft,0.7259406267,valuechain,
biogen,exxonmobil,0.7259452004,valuechain,
schlumberger,danaher,0.7259639447,peer,
honeywell,schlumberger,0.7259735478,peer,
c.bailout,generaldynamics,0.7260000075,constituent,
honeywell,mobileye,0.7260405939,peer,
halliburton,ibm,0.7260528895,valuechain,
altria,conocophillips,0.7261127635,peer,
unitedhealth,ups,0.7261533279,peer,
pfizer,medtronic,0.7261735313,valuechain,
